name,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
Hyundai i20 1.2 Spotz,575000,20000,Petrol,Individual,Manual,Second Owner,8
Renault Duster 110PS Diesel RxZ,350000,110000,Diesel,Individual,Manual,Second Owner,13
Maruti Swift Vdi BSIII,250000,120000,Diesel,Individual,Manual,Third Owner,17
Ford Endeavour Titanium 4X2,600000,149674,Diesel,Dealer,Manual,Second Owner,14
Mahindra Scorpio 2.6 Turbo 9 Str,370000,100000,Diesel,Individual,Manual,Third Owner,18
Maruti Baleno Vxi,80000,120000,Petrol,Individual,Manual,Third Owner,19
Tata Indica DLX,50000,120000,Diesel,Individual,Manual,Second Owner,22
Hyundai Verna CRDi 1.6 EX,900000,25000,Diesel,Individual,Manual,First Owner,7
Maruti Wagon R VXI BS IV,300000,35000,Petrol,Individual,Manual,Second Owner,11
Tata Indica LSI,125000,40000,Petrol,Individual,Manual,First Owner,23
Maruti Swift Dzire VDI,490000,60000,Diesel,Individual,Manual,Second Owner,10
Toyota Etios Liva GD,300000,50000,Diesel,Individual,Manual,Second Owner,13
Tata Nano STD,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,12
Hyundai Grand i10 Sportz,350000,25000,Petrol,Individual,Manual,First Owner,9
Hyundai Grand i10 1.2 CRDi Asta,755000,8000,Diesel,Individual,Manual,First Owner,6
Maruti Ertiga SHVS VDI,720000,60000,Diesel,Individual,Manual,First Owner,8
Mahindra Bolero SLX,229999,200000,Diesel,Individual,Manual,Third Owner,19
Mahindra Scorpio S7 140 BSIV,1100000,20000,Diesel,Individual,Manual,First Owner,7
Volkswagen Polo Petrol Comfortline 1.2L,400000,100000,Petrol,Individual,Manual,First Owner,12
Hyundai Xcent 1.1 CRDi Base,350000,70000,Diesel,Individual,Manual,Second Owner,10
Chevrolet Beat Diesel PS,159000,68000,Diesel,Dealer,Manual,First Owner,13
Maruti Swift ZXi BSIV,550000,38000,Petrol,Dealer,Manual,First Owner,8
Maruti Ritz VDi,335000,80000,Diesel,Dealer,Manual,First Owner,12
Tata Indigo CS Emax CNG GLX,185000,72000,CNG,Dealer,Manual,First Owner,11
Maruti Eeco 5 STR With AC Plus HTR CNG,229999,75000,CNG,Dealer,Manual,First Owner,13
Maruti Estilo LXI,225000,43000,Petrol,Dealer,Manual,First Owner,11
Maruti Swift VXI with ABS,250000,120000,Petrol,Individual,Manual,Second Owner,18
Tata Zest Quadrajet 1.3 XM,400000,100000,Diesel,Individual,Manual,First Owner,10
Maruti Swift VDI BSIV,470000,163000,Diesel,Individual,Manual,First Owner,11
Maruti Alto K10 VXI AGS Optional,300000,25000,Petrol,Individual,Automatic,First Owner,7
Maruti Alto LX,145000,25000,Petrol,Individual,Manual,First Owner,14
Maruti SX4 Vxi BSIII,100000,90000,Petrol,Individual,Manual,Second Owner,18
Mahindra Scorpio SLE BSIV,500000,70000,Diesel,Individual,Manual,Second Owner,11
Hyundai Santro Xing GLS CNG,130000,98000,CNG,Individual,Manual,Second Owner,15
Chevrolet Cruze LTZ,240000,81925,Diesel,Individual,Manual,First Owner,15
Ford Figo Diesel Celebration Edition,150000,80000,Diesel,Individual,Manual,Second Owner,12
Renault KWID RXT Optional,270000,40000,Petrol,Individual,Manual,First Owner,8
Maruti Swift Dzire VDI,400000,90000,Diesel,Individual,Manual,First Owner,11
Hyundai EON Era Plus,200000,46000,Petrol,Individual,Manual,First Owner,13
Mahindra XUV500 W6 2WD,550000,80000,Diesel,Individual,Manual,First Owner,13
Renault KWID 1.0 RXT Optional,325000,35000,Petrol,Individual,Manual,First Owner,7
Skoda Rapid 1.5 TDI AT Style BSIV,860000,82080,Diesel,Individual,Automatic,First Owner,8
Mahindra XUV500 W8 2WD,600000,200000,Diesel,Individual,Manual,First Owner,13
Chevrolet Spark 1.0,125000,70000,Petrol,Individual,Manual,First Owner,16
Maruti 800 AC,60000,40000,Petrol,Individual,Manual,Third Owner,25
Chevrolet Tavera Neo 3 10 Seats BSIV,300000,120000,Diesel,Individual,Manual,Third Owner,15
Ford Fiesta 1.6 ZXi Duratec,190000,60000,Petrol,Individual,Manual,Third Owner,18
Maruti Ertiga VDI,400000,110000,Diesel,Individual,Manual,First Owner,12
Tata Manza Aura Quadrajet BS IV,260000,97000,Diesel,Individual,Manual,Second Owner,14
Maruti Swift VVT VXI,400000,30000,Petrol,Individual,Manual,First Owner,8
Hyundai i20 Sportz Petrol,250000,40000,Petrol,Individual,Manual,First Owner,15
Hyundai Grand i10 1.2 Kappa Asta,600000,10000,Petrol,Individual,Manual,First Owner,6
Maruti Zen Estilo VXI BSIV,175000,52047,Petrol,Individual,Manual,First Owner,15
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,450000,200000,Diesel,Individual,Manual,Third Owner,14
Tata Tiago 1.2 Revotron XZA,350000,15000,Petrol,Individual,Automatic,Second Owner,6
Maruti Vitara Brezza ZDi,800000,50000,Diesel,Individual,Manual,First Owner,7
Maruti Swift VXI BSIII,250000,70000,Petrol,Individual,Manual,Second Owner,14
Maruti Swift VXI BSIV,600000,10000,Petrol,Individual,Manual,First Owner,6
Maruti Swift VDI BSIV,600000,90000,Diesel,Individual,Manual,First Owner,8
Maruti Alto 800 LXI,130000,40000,Petrol,Individual,Manual,First Owner,9
Maruti Wagon R LXI,90000,62009,Petrol,Individual,Manual,Second Owner,19
Hyundai i20 Active 1.2 S,595000,33100,Petrol,Individual,Manual,Second Owner,8
Hyundai EON Era Plus,190000,40000,Petrol,Individual,Manual,Second Owner,11
Hyundai Santro GLS I - Euro I,50000,120000,Petrol,Individual,Manual,Second Owner,26
Maruti Wagon R LXI Minor,95000,80000,Petrol,Individual,Manual,First Owner,18
Tata Safari Storme VX,1000000,70000,Diesel,Individual,Manual,First Owner,9
Mahindra Scorpio REV 116,220000,220000,Petrol,Individual,Manual,Second Owner,19
Mahindra Bolero SLX,400000,50000,Diesel,Individual,Manual,First Owner,15
Datsun GO Plus A,315000,45000,Petrol,Individual,Manual,Second Owner,10
Toyota Fortuner 4x4 MT,1000000,110000,Diesel,Individual,Manual,First Owner,11
Ford Ecosport 1.5 DV5 MT Titanium,500000,49000,Diesel,Individual,Manual,First Owner,11
Mahindra XUV500 W11 AT BSIV,1600000,35000,Diesel,Individual,Automatic,First Owner,7
Mahindra Supro VX 8 Str,500000,160000,Diesel,Individual,Manual,First Owner,8
Maruti Alto LX,70000,180000,Petrol,Individual,Manual,Third Owner,18
Maruti 800 AC,105000,60000,Petrol,Individual,Manual,Second Owner,18
Ford Endeavour 2.5L 4X2 MT,400000,110000,Diesel,Individual,Manual,Third Owner,17
Maruti Wagon R LXI,80000,60000,Petrol,Individual,Manual,Third Owner,21
Maruti Alto 800 VXI,300000,30000,Petrol,Individual,Manual,First Owner,9
Mahindra KUV 100 D75 K2,409999,40000,Diesel,Individual,Manual,First Owner,8
Maruti Swift Glam,250000,70000,Petrol,Individual,Manual,First Owner,16
Tata New Safari DICOR 2.2 EX 4x2,250000,120000,Diesel,Individual,Manual,Second Owner,15
Maruti Swift Dzire VDI,215000,80000,Diesel,Individual,Manual,Third Owner,13
Toyota Fortuner 4x4 MT,1400000,120000,Diesel,Individual,Manual,First Owner,10
Honda Brio 1.2 VX MT,475000,20000,Petrol,Individual,Manual,First Owner,7
Honda Brio 1.2 VX MT,475000,22000,Petrol,Individual,Manual,First Owner,7
Chevrolet Spark 1.0 LS,75000,35000,Petrol,Individual,Manual,Second Owner,17
Chevrolet Sail Hatchback LS ABS,200000,120000,Diesel,Individual,Manual,Second Owner,12
Tata Tiago NRG Petrol,575000,8000,Petrol,Individual,Manual,First Owner,6
Maruti Ritz VDi,150000,40000,Diesel,Individual,Manual,Second Owner,14
Maruti Vitara Brezza ZDi Plus,850000,10000,Diesel,Individual,Manual,First Owner,7
Hyundai Santro Era,350000,30000,Petrol,Individual,Manual,First Owner,6
Ford Endeavour 2.5L 4X2 MT,550000,54000,Diesel,Individual,Manual,Second Owner,14
Hyundai Verna 1.4 VTVT,330000,80577,Petrol,Individual,Manual,First Owner,8
Honda City i-DTEC V,1044999,25000,Diesel,Individual,Manual,First Owner,8
Hyundai Verna 1.6 CRDI,300000,127500,Diesel,Individual,Manual,Second Owner,14
Hyundai EON D Lite Plus,235000,40903,Petrol,Dealer,Manual,First Owner,10
Ford Figo Petrol Titanium,120000,60000,Petrol,Individual,Manual,Third Owner,14
Maruti Wagon R VXI,130000,46000,Petrol,Individual,Manual,First Owner,21
Ford Endeavour 4x4 XLT,275000,22288,Diesel,Dealer,Manual,Second Owner,21
Volkswagen Jetta 2.0 TDI Trendline,270000,180000,Diesel,Individual,Manual,Second Owner,14
Volkswagen Polo 1.5 TDI Highline,500000,30000,Diesel,Individual,Manual,Second Owner,10
Hyundai Grand i10 Sportz,400000,61690,Petrol,Dealer,Manual,First Owner,10
Hyundai i20 Asta 1.2,600000,64484,Petrol,Dealer,Manual,First Owner,10
Audi Q5 2.0 TDI,1350000,90000,Diesel,Individual,Automatic,Second Owner,13
Renault Duster 85PS Diesel RxE,400000,75976,Diesel,Dealer,Manual,Second Owner,12
Ford Figo Diesel Titanium,220000,70000,Diesel,Individual,Manual,Second Owner,14
Honda Brio E MT,300000,85962,Petrol,Dealer,Manual,Second Owner,13
Maruti Omni E MPI STD BS IV,250000,120000,Petrol,Individual,Manual,First Owner,7
Honda Mobilio V i DTEC,600000,120000,Diesel,Individual,Manual,First Owner,10
Honda Brio S Option AT,285000,75000,Petrol,Individual,Automatic,Second Owner,13
Honda Accord 2.4 MT,350000,57035,Petrol,Dealer,Manual,First Owner,16
Mahindra Bolero SLX,170000,70000,Diesel,Individual,Manual,Third Owner,14
Ford Figo 1.2P Ambiente MT,229999,45000,Petrol,Individual,Manual,First Owner,10
Mahindra XUV500 W6 2WD,500000,72104,Diesel,Dealer,Manual,Second Owner,12
Tata Nano Lx,75000,15000,Petrol,Individual,Manual,First Owner,14
Hyundai i20 Active 1.2 SX,600000,30000,Petrol,Individual,Manual,First Owner,9
Tata Indigo LS Dicor,220000,80000,Diesel,Individual,Manual,First Owner,14
Tata Indica Vista Terra 1.4 TDI,150000,164000,Diesel,Individual,Manual,Second Owner,16
Maruti Alto LX,65000,124439,Petrol,Individual,Manual,Second Owner,19
Maruti Zen VXI,120000,77000,Petrol,Individual,Manual,Second Owner,19
Maruti Swift Dzire VDI,240000,90000,Diesel,Individual,Manual,First Owner,11
Renault KWID 1.0 RXT Optional,390000,30000,Petrol,Individual,Manual,First Owner,8
Chevrolet Beat LS,180000,50000,Petrol,Individual,Manual,First Owner,13
Maruti Swift VDI,320000,80000,Diesel,Individual,Manual,Second Owner,13
Maruti Alto 800 LXI,310000,5000,Petrol,Individual,Manual,First Owner,7
Maruti Wagon R AMT VXI,420000,24000,Petrol,Individual,Automatic,First Owner,7
Tata Tiago NRG Petrol,550000,10000,Petrol,Individual,Manual,First Owner,6
Maruti Ertiga SHVS VDI,550000,78000,Diesel,Individual,Manual,Third Owner,9
Mahindra TUV 300 T4 Plus,760000,50000,Diesel,Individual,Manual,First Owner,7
Maruti 800 AC BSII,43000,100000,Petrol,Individual,Manual,Second Owner,24
Maruti Omni MPI STD BSIV,250000,20000,Petrol,Individual,Manual,First Owner,7
Hyundai Santro Magna BSIV,500000,1250,Petrol,Individual,Manual,First Owner,6
Tata Zest Revotron 1.2 XT,380000,17152,Petrol,Individual,Manual,First Owner,10
Mahindra XUV500 W11 Option AT AWD,1850000,5000,Diesel,Individual,Automatic,First Owner,6
Volkswagen Polo Diesel Trendline 1.2L,350000,77000,Diesel,Individual,Manual,First Owner,13
Hyundai Verna CRDi,195000,90000,Diesel,Individual,Manual,Second Owner,17
Chevrolet Beat LS,225000,80000,Petrol,Individual,Manual,Second Owner,14
Toyota Innova 2.5 G (Diesel) 7 Seater,1125000,65000,Diesel,Individual,Manual,First Owner,10
Tata Indica Vista Quadrajet LX,133000,80000,Diesel,Individual,Manual,First Owner,14
Hyundai EON Era Plus,200000,24005,Petrol,Individual,Manual,First Owner,12
Maruti Vitara Brezza ZDi Plus,940000,20000,Diesel,Individual,Manual,First Owner,7
Renault Duster 85PS Diesel RxL,400000,120000,Diesel,Individual,Manual,First Owner,11
Hyundai i10 Era 1.1,120000,120000,Petrol,Individual,Manual,Second Owner,16
Maruti Swift Dzire ZDI,625000,80000,Diesel,Individual,Manual,First Owner,10
Maruti Swift 1.3 VXi,110000,80000,Petrol,Individual,Manual,First Owner,20
Renault Duster 110PS Diesel RxZ,490000,100000,Diesel,Individual,Manual,First Owner,13
Maruti Alto LX,140000,120000,Petrol,Individual,Manual,Second Owner,16
Ford Figo Diesel ZXI,175000,149000,Diesel,Individual,Manual,Second Owner,14
Maruti Wagon R LXI BSIII,90000,65000,Petrol,Individual,Manual,Second Owner,20
Maruti Swift Ldi BSIV,275000,100000,Diesel,Individual,Manual,Second Owner,16
Volkswagen Vento Diesel Highline,300000,65000,Diesel,Individual,Manual,Second Owner,14
Datsun GO Plus T Option BSIV,270000,19000,Petrol,Individual,Manual,Second Owner,7
Chevrolet Beat LT,130000,80000,Petrol,Individual,Manual,Second Owner,15
Maruti Alto K10 VXI Airbag,275000,30000,Petrol,Individual,Manual,First Owner,10
Maruti Swift VDI,352000,109000,Diesel,Individual,Manual,First Owner,13
Hyundai EON LPG Magna Plus,180000,90000,LPG,Individual,Manual,First Owner,13
Maruti Alto LX,150000,90000,Petrol,Individual,Manual,First Owner,13
Maruti Swift Vdi BSIII,300000,110000,Diesel,Individual,Manual,Second Owner,15
Mahindra Bolero DI DX 7 Seater,225000,120000,Diesel,Individual,Manual,First Owner,18
Honda Mobilio V i DTEC,600000,44000,Diesel,Individual,Manual,First Owner,11
Maruti Ertiga BSIV ZXI,500000,80000,Petrol,Individual,Manual,First Owner,10
Honda BR-V i-VTEC S MT,900000,5000,Petrol,Individual,Manual,First Owner,7
Hyundai i20 Magna 1.2,600000,61000,Petrol,Individual,Manual,First Owner,9
Toyota Etios VD,450000,100000,Diesel,Individual,Manual,Second Owner,14
Hyundai i10 Era 1.1,270000,27633,Petrol,Individual,Manual,First Owner,16
Maruti Swift Vdi BSIII,310000,100000,Diesel,Individual,Manual,Third Owner,15
Hyundai Santro Xing GLS Audio LPG,250000,100000,LPG,Individual,Manual,First Owner,13
Ford Figo 1.2P Titanium MT,700000,12586,Petrol,Dealer,Manual,First Owner,6
Fiat Avventura Urban Cross 1.3 Multijet Emotion,650000,38083,Diesel,Dealer,Manual,First Owner,7
Ford Figo Diesel ZXI,400000,55328,Diesel,Dealer,Manual,First Owner,13
Ford Figo Diesel Titanium,425000,81632,Diesel,Dealer,Manual,First Owner,13
Ford Aspire Titanium Diesel BSIV,600000,155201,Diesel,Dealer,Manual,First Owner,9
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,93283,Diesel,Dealer,Manual,First Owner,12
Maruti Swift Ldi BSIII,300000,217871,Diesel,Dealer,Manual,First Owner,16
Ford Fiesta Classic 1.4 Duratorq CLXI,450000,90165,Diesel,Dealer,Manual,First Owner,13
Ford Ecosport 1.5 DV5 MT Titanium,750000,101504,Diesel,Dealer,Manual,First Owner,11
Ford Figo Titanium Diesel BSIV,325000,86017,Diesel,Dealer,Manual,Second Owner,15
Mahindra XUV500 W8 2WD,900000,85036,Diesel,Dealer,Manual,Second Owner,12
Ford Ikon 1.3L Rocam Flair,180000,91086,Petrol,Dealer,Manual,Second Owner,19
Fiat Punto 1.3 Emotion,350000,160254,Diesel,Dealer,Manual,Second Owner,12
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,125531,Diesel,Dealer,Manual,Second Owner,12
Honda WR-V i-DTEC V,900000,60000,Diesel,Individual,Manual,First Owner,6
Skoda Laura L n K 1.9 PD,350000,100000,Diesel,Individual,Manual,First Owner,19
Maruti Ritz LDi,280000,90000,Diesel,Individual,Manual,Third Owner,12
Mahindra Xylo D2,225000,120000,Diesel,Individual,Manual,Second Owner,16
Honda City i DTEC S,520000,82000,Diesel,Individual,Manual,First Owner,11
Mahindra Scorpio 1.99 S4,509999,60000,Diesel,Individual,Manual,First Owner,9
Maruti Baleno Alpha 1.2,556000,24000,Petrol,Individual,Manual,First Owner,6
Tata Indigo Grand Dicor,225000,120000,Diesel,Individual,Manual,First Owner,11
Honda Amaze EX i-Dtech,325000,65000,Diesel,Dealer,Manual,First Owner,12
Maruti Swift VDI,365000,65000,Diesel,Dealer,Manual,First Owner,12
Hyundai Creta 1.6 CRDi SX Plus,850000,84000,Diesel,Dealer,Manual,First Owner,10
Toyota Etios GD SP,350000,75000,Diesel,Dealer,Manual,First Owner,12
Maruti Swift VDI,225000,50000,Diesel,Dealer,Manual,First Owner,18
Maruti Alto LX,135000,50000,Petrol,Individual,Manual,First Owner,14
Maruti Wagon R LXI Minor,140000,49000,Petrol,Dealer,Manual,First Owner,18
Maruti SX4 S Cross DDiS 320 Delta,665000,560000,Diesel,Dealer,Manual,First Owner,9
Renault KWID RXT,275000,14365,Petrol,Dealer,Manual,First Owner,10
Toyota Fortuner 2.8 4WD AT BSIV,2750000,41000,Diesel,Individual,Automatic,First Owner,8
Hyundai Verna 1.6 SX,484999,65000,Diesel,Dealer,Manual,First Owner,12
Maruti Ciaz VDi Option SHVS,565000,65000,Diesel,Dealer,Manual,First Owner,10
Maruti Swift Dzire VDI,425000,61083,Diesel,Dealer,Manual,First Owner,12
Toyota Innova 2.5 VX (Diesel) 8 Seater,925000,75000,Diesel,Individual,Manual,First Owner,12
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,565000,72000,Diesel,Dealer,Manual,First Owner,13
Renault Duster 110PS Diesel RxL,525000,65000,Diesel,Dealer,Manual,First Owner,11
Hyundai Tucson 2.0 e-VGT 2WD MT,1650000,55000,Diesel,Dealer,Manual,First Owner,8
Hyundai EON Era Plus,295000,21000,Petrol,Dealer,Manual,Second Owner,10
Jaguar XF 5.0 Litre V8 Petrol,2050000,66363,Petrol,Dealer,Automatic,Second Owner,13
Hyundai Creta 1.6 VTVT AT SX Plus,1475000,11700,Petrol,Dealer,Automatic,First Owner,7
Hyundai Verna VTVT 1.6 AT SX Option,1100000,10000,Petrol,Individual,Automatic,First Owner,8
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4400000,100000,Diesel,Individual,Automatic,Second Owner,11
Maruti Swift ZXI BSIV,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,9
Maruti S-Cross Zeta DDiS 200 SH,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,10
Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,10
Volkswagen Polo GTI,850000,20000,Petrol,Dealer,Automatic,Second Owner,8
Renault Pulse RxL,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,10
Maruti Celerio VXI AMT BSIV,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,9
Honda Brio V MT,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,11
Maruti Baleno Alpha 1.3,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,9
Hyundai Creta 1.6 SX Automatic Diesel,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,10
Honda City i VTEC V,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,10
Toyota Innova Crysta 2.4 GX AT,1725000,23974,Diesel,Dealer,Automatic,Second Owner,7
BMW 3 Series 320d Luxury Line,2150000,43000,Diesel,Dealer,Automatic,First Owner,9
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner,12
Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic,First Owner,7
Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner,12
BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic,First Owner,6
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner,9
Maruti SX4 Vxi BSIV,225000,110000,Petrol,Individual,Manual,Second Owner,13
Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic,First Owner,8
Maruti Ertiga VXI,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,10
Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic,First Owner,8
Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual,First Owner,9
Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,8
Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner,13
Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic,First Owner,12
Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner,20
Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner,13
Maruti Swift Dzire VDI,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,8
Hyundai i20 Sportz 1.2,350000,50000,Petrol,Individual,Manual,Second Owner,12
Maruti Alto 800 LXI,114999,30000,Petrol,Individual,Manual,First Owner,11
Hyundai i20 Sportz 1.2,380000,50000,Petrol,Individual,Manual,Second Owner,12
Maruti Gypsy E MG410W ST,95000,100000,Petrol,Individual,Manual,Second Owner,30
Mahindra Scorpio 1.99 S6 Plus,900000,35000,Diesel,Individual,Manual,First Owner,9
Chevrolet Beat LT,200999,90000,Petrol,Individual,Manual,Second Owner,13
Maruti Omni E MPI STD BS IV,229999,11451,Petrol,Individual,Manual,First Owner,11
Tata Nexon 1.5 Revotorq XZ,800000,60000,Diesel,Individual,Manual,First Owner,6
Mahindra Verito 1.5 D4 BSIV,150000,172000,Diesel,Individual,Manual,Second Owner,13
Maruti Swift VDI,600000,60000,Diesel,Individual,Manual,First Owner,7
Chevrolet Tavera LS B3 7 Seats BSII,150000,150000,Diesel,Individual,Manual,First Owner,20
Chevrolet Optra Magnum 2.0 LS,150000,66000,Diesel,Individual,Manual,First Owner,16
Maruti Eeco 5 Seater Standard BSIV,380000,5000,Petrol,Individual,Manual,First Owner,6
Maruti Swift 1.3 VXi,80000,66508,Petrol,Individual,Manual,Second Owner,19
